year,id_,marital,relig,satjob,rank,scigrn,
2021,378,Married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,379,Married,None,Very satisfied,3,AGREE,
2021,380,Married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,381,Never married,Catholic,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,383,Married,Protestant,.i:  Inapplicable,.s:  Skipped on Web,NEITHER AGREE NOR DISAGREE,
2021,384,Never married,Orthodox-christian,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,385,Married,Protestant,Very satisfied,2,NEITHER AGREE NOR DISAGREE,
2021,386,Never married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,387,.n:  No answer,None,.n:  No answer,5,STRONGLY DISAGREE,
2021,388,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,389,Married,Catholic,Very satisfied,3,DISAGREE,
2021,390,Divorced,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,391,Married,None,Very satisfied,5,DISAGREE,
2021,392,Divorced,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,393,Married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,395,Married,Protestant,Moderately satisfied,5,.d:  Do not Know/Cannot Choose,
2021,396,Never married,Protestant,A little dissatisfied,5,NEITHER AGREE NOR DISAGREE,
2021,397,Widowed,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,398,Never married,None,Very satisfied,4,DISAGREE,
2021,399,Married,None,Moderately satisfied,5,AGREE,
2021,400,Married,Protestant,Moderately satisfied,5,STRONGLY DISAGREE,
2021,401,Never married,Christian,Very dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,402,Never married,Inter-nondenominational,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,403,Never married,None,Very dissatisfied,10 - bottom,.d:  Do not Know/Cannot Choose,
2021,404,Married,Protestant,.n:  No answer,.i:  Inapplicable,.i:  Inapplicable,
2021,405,Divorced,Protestant,Moderately satisfied,4,NEITHER AGREE NOR DISAGREE,
2021,406,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,407,Never married,None,Very dissatisfied,7,.n:  No answer,
2021,408,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,409,Married,Catholic,Very satisfied,5,NEITHER AGREE NOR DISAGREE,
2021,410,Divorced,.n:  No answer,.i:  Inapplicable,.i:  Inapplicable,.n:  No answer,
2021,411,Married,Catholic,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,412,Married,Protestant,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,413,Married,Protestant,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,414,Widowed,Catholic,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,415,Married,None,.i:  Inapplicable,4,DISAGREE,
2021,416,Never married,Other,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,417,Married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,418,Married,None,Very satisfied,3,AGREE,
2021,419,Married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,420,Never married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,422,Married,Protestant,Very satisfied,5,DISAGREE,
2021,423,Divorced,None,Moderately satisfied,7,STRONGLY DISAGREE,
2021,424,Married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,425,Divorced,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,427,Widowed,Protestant,.i:  Inapplicable,6,DISAGREE,
2021,428,Never married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,430,Married,.s:  Skipped on Web,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,431,Married,Other,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,432,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,433,Divorced,Protestant,Very satisfied,4,AGREE,
2021,434,Widowed,Catholic,.i:  Inapplicable,5,AGREE,
2021,435,Divorced,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,436,Never married,None,Moderately satisfied,4,NEITHER AGREE NOR DISAGREE,
2021,437,Never married,None,.s:  Skipped on Web,8,AGREE,
2021,438,Married,Catholic,Moderately satisfied,5,NEITHER AGREE NOR DISAGREE,
2021,439,Married,Catholic,.i:  Inapplicable,4,.d:  Do not Know/Cannot Choose,
2021,440,Never married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,441,Married,None,Very satisfied,5,NEITHER AGREE NOR DISAGREE,
2021,443,Divorced,Other,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,444,Divorced,None,Very satisfied,8,AGREE,
2021,445,Married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,446,Never married,Protestant,Moderately satisfied,4,STRONGLY DISAGREE,
2021,447,Married,Catholic,Very satisfied,6,NEITHER AGREE NOR DISAGREE,
2021,448,Divorced,Protestant,.i:  Inapplicable,4,AGREE,
2021,449,Married,Protestant,A little dissatisfied,5,DISAGREE,
2021,450,Married,Catholic,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,451,Married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,452,Married,Catholic,.i:  Inapplicable,5,DISAGREE,
2021,453,Divorced,Protestant,Moderately satisfied,3,NEITHER AGREE NOR DISAGREE,
2021,454,Married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,455,Never married,None,Very satisfied,8,STRONGLY DISAGREE,
2021,456,Divorced,None,A little dissatisfied,2,STRONGLY DISAGREE,
2021,457,Divorced,None,Moderately satisfied,3,DISAGREE,
2021,458,Divorced,None,Very satisfied,4,NEITHER AGREE NOR DISAGREE,
2021,459,Divorced,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,460,Divorced,Protestant,.i:  Inapplicable,3,NEITHER AGREE NOR DISAGREE,
2021,461,Never married,Jewish,A little dissatisfied,1 - top,STRONGLY DISAGREE,
2021,462,Never married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,463,Married,Catholic,Very satisfied,5,NEITHER AGREE NOR DISAGREE,
2021,464,Married,Protestant,Moderately satisfied,5,STRONGLY DISAGREE,
2021,465,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,466,Married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,467,Never married,.n:  No answer,Very dissatisfied,.i:  Inapplicable,.n:  No answer,
2021,468,Divorced,Protestant,.i:  Inapplicable,4,STRONGLY DISAGREE,
2021,469,Married,Protestant,Very satisfied,4,AGREE,
2021,470,Married,Protestant,Moderately satisfied,7,DISAGREE,
2021,472,Widowed,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,473,Married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,474,Never married,Protestant,Moderately satisfied,5,DISAGREE,
2021,475,Divorced,Catholic,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,476,Never married,Catholic,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,477,Divorced,None,Moderately satisfied,5,AGREE,
2021,478,Married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,480,Never married,Protestant,Moderately satisfied,5,DISAGREE,
2021,481,Divorced,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,482,Divorced,Protestant,Very dissatisfied,10 - bottom,AGREE,
2021,483,Widowed,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,484,Married,Catholic,Moderately satisfied,3,DISAGREE,
2021,485,Never married,None,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,486,Married,None,.i:  Inapplicable,8,NEITHER AGREE NOR DISAGREE,
2021,487,Divorced,Buddhism,A little dissatisfied,4,NEITHER AGREE NOR DISAGREE,
2021,488,Never married,None,Very satisfied,6,STRONGLY DISAGREE,
2021,490,Widowed,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,491,Never married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,492,Never married,Protestant,Very satisfied,7,STRONGLY DISAGREE,
2021,493,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,494,Married,Protestant,Very satisfied,4,AGREE,
2021,495,Never married,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,496,Married,None,Very satisfied,5,NEITHER AGREE NOR DISAGREE,
2021,497,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,498,Married,Jewish,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,499,Never married,Catholic,Moderately satisfied,5,.n:  No answer,
2021,500,Separated,None,A little dissatisfied,3,.d:  Do not Know/Cannot Choose,
2021,501,Never married,None,Moderately satisfied,3,DISAGREE,
2021,502,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,503,Married,Protestant,Moderately satisfied,8,NEITHER AGREE NOR DISAGREE,
2021,504,Separated,Catholic,.i:  Inapplicable,8,STRONGLY AGREE,
2021,505,Married,Catholic,A little dissatisfied,3,NEITHER AGREE NOR DISAGREE,
2021,506,Married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,507,Divorced,Protestant,.i:  Inapplicable,5,NEITHER AGREE NOR DISAGREE,
2021,508,Married,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,509,Married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,510,Never married,Protestant,Moderately satisfied,2,DISAGREE,
2021,511,Married,None,Very satisfied,1 - top,STRONGLY DISAGREE,
2021,512,Never married,Protestant,.n:  No answer,.i:  Inapplicable,.i:  Inapplicable,
2021,513,Widowed,Protestant,.i:  Inapplicable,4,DISAGREE,
2021,514,Married,.s:  Skipped on Web,Very satisfied,3,DISAGREE,
2021,515,Widowed,Protestant,Very satisfied,7,DISAGREE,
2021,516,Widowed,Protestant,.i:  Inapplicable,8,STRONGLY AGREE,
2021,517,Married,None,.i:  Inapplicable,3,DISAGREE,
2021,518,Married,None,.i:  Inapplicable,3,DISAGREE,
2021,520,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,523,Married,Protestant,A little dissatisfied,6,NEITHER AGREE NOR DISAGREE,
2021,524,Widowed,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,525,Widowed,Protestant,.i:  Inapplicable,5,NEITHER AGREE NOR DISAGREE,
2021,526,Married,Protestant,Very satisfied,6,NEITHER AGREE NOR DISAGREE,
2021,527,Married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,528,Married,None,Moderately satisfied,3,AGREE,
2021,529,Never married,None,Very satisfied,3,AGREE,
2021,530,Never married,Protestant,.i:  Inapplicable,4,DISAGREE,
2021,531,Married,Protestant,Moderately satisfied,3,NEITHER AGREE NOR DISAGREE,
2021,532,Married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,533,Divorced,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,534,Never married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,535,Married,Christian,Very satisfied,5,.d:  Do not Know/Cannot Choose,
2021,536,Married,Protestant,Moderately satisfied,5,DISAGREE,
2021,537,Married,Catholic,Moderately satisfied,7,DISAGREE,
2021,538,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,539,Divorced,Protestant,Very satisfied,4,NEITHER AGREE NOR DISAGREE,
2021,540,Never married,Protestant,Very satisfied,5,AGREE,
2021,541,Divorced,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,542,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,543,Married,Protestant,Very satisfied,5,.n:  No answer,
2021,544,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,545,Never married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,546,Married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,547,Married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,548,Divorced,Jewish,.i:  Inapplicable,5,AGREE,
2021,549,Married,Protestant,Very satisfied,1 - top,NEITHER AGREE NOR DISAGREE,
2021,550,Married,Protestant,Very satisfied,3,AGREE,
2021,551,Married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,552,Divorced,Protestant,.i:  Inapplicable,5,DISAGREE,
2021,553,Widowed,None,Very satisfied,5,DISAGREE,
2021,554,Married,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,555,Married,Protestant,.i:  Inapplicable,4,AGREE,
2021,556,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,557,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,558,Never married,Christian,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,559,Married,Catholic,.i:  Inapplicable,3,DISAGREE,
2021,560,Widowed,Catholic,.i:  Inapplicable,5,DISAGREE,
2021,561,Never married,Protestant,Very dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,562,Never married,None,Moderately satisfied,7,.d:  Do not Know/Cannot Choose,
2021,563,Divorced,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,564,Divorced,Protestant,Moderately satisfied,6,AGREE,
2021,565,Separated,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,566,Married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,567,Divorced,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,568,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,569,Married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,571,Married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,572,Divorced,Protestant,.i:  Inapplicable,3,AGREE,
2021,573,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,574,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,575,Married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,576,Widowed,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,577,Divorced,Catholic,.i:  Inapplicable,6,NEITHER AGREE NOR DISAGREE,
2021,581,Never married,None,Moderately satisfied,8,NEITHER AGREE NOR DISAGREE,
2021,582,Never married,None,Moderately satisfied,7,NEITHER AGREE NOR DISAGREE,
2021,583,Separated,Christian,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,584,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,585,Separated,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,586,Married,Catholic,Very satisfied,4,DISAGREE,
2021,587,Married,Protestant,Very satisfied,2,.s:  Skipped on Web,
2021,588,Never married,Protestant,.n:  No answer,7,STRONGLY AGREE,
2021,589,Never married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,590,Never married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,591,Divorced,Catholic,Very satisfied,5,NEITHER AGREE NOR DISAGREE,
2021,593,Divorced,Protestant,Moderately satisfied,4,NEITHER AGREE NOR DISAGREE,
2021,594,Widowed,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,595,Married,Protestant,.i:  Inapplicable,1 - top,DISAGREE,
2021,596,Married,Christian,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,598,Married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,599,Never married,Hinduism,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,600,Widowed,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,601,Married,.n:  No answer,Moderately satisfied,.i:  Inapplicable,.n:  No answer,
2021,602,Married,Orthodox-christian,Very satisfied,4,DISAGREE,
2021,603,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,604,Divorced,Protestant,A little dissatisfied,5,AGREE,
2021,605,Married,Protestant,.i:  Inapplicable,3,DISAGREE,
2021,606,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,610,Married,Protestant,Very satisfied,5,.d:  Do not Know/Cannot Choose,
2021,611,Married,Protestant,.i:  Inapplicable,4,STRONGLY DISAGREE,
2021,612,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,613,Divorced,Protestant,.i:  Inapplicable,8,AGREE,
2021,614,Divorced,Christian,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,615,Never married,Protestant,A little dissatisfied,8,AGREE,
2021,616,Widowed,Protestant,.i:  Inapplicable,3,DISAGREE,
2021,617,Divorced,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,618,Married,Christian,Very satisfied,7,NEITHER AGREE NOR DISAGREE,
2021,619,Never married,Protestant,Very dissatisfied,6,NEITHER AGREE NOR DISAGREE,
2021,620,Divorced,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,621,Widowed,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,622,Divorced,None,Moderately satisfied,8,NEITHER AGREE NOR DISAGREE,
2021,623,Married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,624,Separated,.s:  Skipped on Web,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,625,Married,Protestant,Moderately satisfied,4,NEITHER AGREE NOR DISAGREE,
2021,626,Never married,Protestant,Very satisfied,5,NEITHER AGREE NOR DISAGREE,
2021,627,Married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,628,Divorced,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,629,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,630,Married,Orthodox-christian,A little dissatisfied,3,DISAGREE,
2021,631,Married,.n:  No answer,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,632,Divorced,None,A little dissatisfied,5,AGREE,
2021,633,Never married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,634,Never married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,635,Divorced,Catholic,.i:  Inapplicable,9,DISAGREE,
2021,636,Married,Protestant,Moderately satisfied,3,DISAGREE,
2021,637,Married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,638,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,639,Never married,None,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,640,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,641,Married,None,Moderately satisfied,1 - top,DISAGREE,
2021,642,Married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,643,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,644,Married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,645,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,646,Married,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,647,Divorced,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,648,Married,Protestant,Very dissatisfied,5,STRONGLY DISAGREE,
2021,649,Never married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,650,Never married,Catholic,Moderately satisfied,5,NEITHER AGREE NOR DISAGREE,
2021,651,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,652,Married,None,.i:  Inapplicable,5,STRONGLY DISAGREE,
2021,653,Married,None,Moderately satisfied,5,STRONGLY AGREE,
2021,654,Married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,655,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
